item_id,name,material,product_type,h,w,l,bbox_vol,mass_kg,apparent_density
B07QJWXMST,"Amazon Brand – Rivet Damien Mid-Century Modern Channel-Backed Loveseat, 61""W, Leather, Cognac",leather,OTTOMAN,0.819912,0.9601199999999999,1.549908,1.2201091359523315,44.905644630000005,36.804613052052765
B07PHRLM6R,"AmazonBasics Sling Bag, Dark blue",,BACKPACK,0.28447999999999996,0.1397,0.43179999999999996,0.017160533420799994,0.4399845989,25.639331139130096
B017XDD1BG,"IGI Certified 14k White Gold Lab Created Diamond Pendant Necklace (1 ct, I-J Color, SI1-SI2 Clarity), 18""",,FINENECKLACEBRACELETANKLET,0.00508,0.01016,0.4572,2.3597372160000003e-05,0.0010099999991530235,42.80137603055133
B073RKYWTH,"Amazon Brand - Solimo W-Shaped Floating Wall Shelf (Matte Finish, Wenge)",mdf,FURNITURE,0.13999972,0.14999969999999999,0.735998528,0.015455907264185468,3.9999999966456374,258.8007244268646
B082XLG9TD,"Amazon Brand – Rivet Scandinavian Ceiling Fan with Light, 52"" Diameter, Matte White",,ELECTRIC_FAN,0.35559999999999997,1.3208,1.3208,0.6203486947839999,6.0781377580000004,9.797937529499205
B08989NYNT,"AmazonBasics - anteojos de tritan, vasos highball, Transparente, 18 oz, 1",,DRINKING_CUP,0.155575,0.079375,0.079375,0.0009801832714843748,0.1950447191,198.98801048157782
B0825F3GBJ,"Amazon Brand – Rivet Scandinavian Real Gray-Wood Table Lamp with Marble Bottom, LED Bulb Included, 18.5""H, Grey",wood,LAMP,0.4699,0.2286,0.2286,0.024556015404,0.6123496995000001,24.936851090273084
B01N135WN2,"AmazonBasics - Maniglia a barra per mobili, stile europeo (diametro 1,27 cm), Lunghezza 13,66 cm (Interasse: 7,62 cm), Cromo lucido, Confezione da 10",,HARDWARE_HANDLE,0.0127,0.03505199999999999,0.136652,6.0832058980799977e-05,1.3789208048000001,22667.666159963777
B01AVSLS6U,"PINZON BY AMAZON  400-Thread-Count Egyptian Cotton Sateen Hotel Stitch Sham - Standard, Espresso",100% egyptian cotton,HOME_BED_AND_BATH,0.024999949999999996,0.16499967000000001,0.24999949999999999,0.001031243812512375,0.24899999979119095,241.4559939851304
B07CMV1PKJ,"AmazonFresh Organic Extra Virgin Olive Oil, 16.9 fl oz",,GROCERY,0.204978,0.068326,0.068326,0.0009569279608499278,0.4944156833000001,516.6697008841377
B07FNP7TDJ,"Belltown Burgundy, 24""",,SUITCASE,0.679958,0.259842,0.45999399999999996,0.08127249736268018,3.9643973138,48.779075855252685
B075L9GRY1,Rose Gold Over Sterling Silver Filigree Tear Drop Earrings,fine-other-material,FINEEARRING,0.017779999999999997,0.127,0.127,0.00028677361999999995,0.0028349523125000002,9.885680253643974
B071SHHZT2,"Amazon Brand – Rivet Modern Ombr&eacute; Wool Rug, 4' x 6', Charcoal","pile: 100% wool, backing: 100% canvas",RUG,0.01651,1.2191999999999998,1.8288,0.036811900569599994,9.071847400000001,246.4378980609253
B08511TB6H,"Amazon Commercial Pure Sinewave UPS Battery Backup Surge Protector Mini-Tower, 8 Outlets, AVR - 1500VA, 1100W",,POWER_SUPPLIES_OR_PROTECTION,0.22097999999999998,0.17018,0.43434,0.016333953525575998,25.491891194,1560.6687722041293
B07B4MN5P2,"Amazon Brand – Stone & Beam Bartow Living Room Chair with Slipcover, 60""W, Natural",stone,FURNITURE_COVER,1.0032999999999999,0.9779,2.2098,2.168094599286,65.77089365,30.335804384024467
B07N2Z2WQV,AmazonBasics Classic Faux Leather Extra Padded Recliner Chair - Black,polyurethane,CHAIR,0.98044,0.9499599999999999,0.83058,0.773584589085792,30.617484975,39.57871628645444
B07TGX8PHP,"AmazonBasics Self-Locking Tape Measure - 25-Feet (8-Meters), Inch/Metric Scale, MID Accuracy, 2-Pack",,TOOLS,0.0508,0.08635999999999999,0.08889999999999999,0.00039001212319999986,0.7620351816000001,1953.8756266025741
B07RFS956W,"365 Everyday Value, Organic Onion Granules, 0.74 oz",,GROCERY,0.05334,0.043179999999999996,0.05334,0.000122853818808,0.020978647112500002,170.76105013297246
B071XF66SV,"Happy Belly Sweet & Spicy Trail Mix, 40 oz",,SNACK_MIX,0.30479999999999996,0.1016,0.254,0.007865790719999998,0.028349523125,3.6041542591410325
B083ZWXPF9,AmazonCommercial Lobby Dustpan with Broom set - 4-Pack,,JANITORIAL_SUPPLY,0.9870439999999999,0.268986,0.293878,0.07802490798677515,1.0069750614000001,12.905815429742994
B07Q6VJ228,"AmazonBasics 18-Piece Stoneware Dinnerware Set - Tangerine Orange, Service for 6",stoneware,DISHWARE_PLACE_SETTING,0.232918,0.2794,0.2794,0.018182594602479996,9.9382088267,546.5781448674265
B074H5J3M5,"365 by Whole Foods Market, Organic Expeller Pressed Cooking Oil, Sunflower Seed, 16.9 Fl Oz",,EDIBLE_OIL_VEGETABLE,0.20066,0.06604,0.06604,0.0008751347658560001,0.7166759446000001,818.9320920178438
B075X4F5C3,"Amazon Brand – Rivet Lawson Modern Angled Ottoman, 27""W, Blackwood",nylon,CHAIR,0.4064,0.6858,0.508,0.14158423296,14.51495584,102.5181655933449
B00M92MF9Q,"Pinzon by Amazon lastikli çarşaf, mikrofiber, mikro elyaf, Taubengrau, 150 x 200 x 38",mikro elyaf,HOME_BED_AND_BATH,0.050799999948184,0.020599999978988,0.279399999715012,0.0002923865111052973,0.36999999968972147,1265.4482530367934
B0757XXR8S,"AmazonBasics Cartouche d'encre reconditionnée pour HP 901XL, Noir",,OFFICE_PRODUCTS,0.0508,0.030479999999999997,0.04826,7.472501184e-05,0.0680388555,910.5231812566816
B07CWJ8QRN,"AmazonBasics Collapsible Cube Cat Bed - 15 x 15 x 17 Inches, Grey",,PET_SUPPLIES,0.43179999999999996,0.381,0.381,0.0626805198,3.265865064,52.103350042735286
B079XJTG15,"AmazonBasics Professional - LED-Leuchtmittel, Edison-Schraubgewinde (E27), entspricht 100-Watt-Birne, Kaltweiß, 6 Stück","glas, plastik",LIGHT_BULB,0.11999999987759999,0.059999999938799994,0.11999999987759999,0.0008639999973561599,0.2519999997886752,291.66666731457786
B079YQPPW2,AmazonBasics 50 Pocket Tool Bag Backpack With 2 Pocket Front,600d twisted poly,BACKPACK,0.381,0.21589999999999998,0.4191,0.03447428589,2.0411656650000003,59.208352321290114
B07BNT4DFN,"Marca Amazon - Happy Belly Semillas de chía orgánica, 7 x 200gr",,GROCERY,0.431799999559564,0.5841999994041159,0.9905999989895881,0.24988633817134775,0.7165299993991248,2.8674236640652127
B01B8R6V2E,"AmazonBasics AAA Alkaline Dry Cell Batteries, 100-Pack",,BATTERY,0.043941999999999995,0.08813800000000001,0.13716,0.00053121519305136,1.1113013065000001,2091.998348384127
B0756H8HMV,"AmazonBasics Retractable Gel Ink Pens - Fine Point, Black, 12-Pack",rubber,WRITING_INSTRUMENT,0.01199999998776,0.01599999998368,0.14799999984904,2.8415999913047037e-05,0.01017997355991,358.2479445052337
B07KYVF464,"AmazonBasics Premium Microfibre Pillow Cases, 65 x 65 cm",,HOME_BED_AND_BATH,0.024891999999999997,0.150114,0.24002999999999997,0.0008969051442506398,0.24947580350000004,278.1518258638554
B07QJLF9XP,"Amazon Brand – Stone & Beam Table Lamp, 18""H, Cream",ceramic,LAMP,0.36829999999999996,0.24764999999999998,0.24764999999999998,0.022588031436749995,1.043262451,46.18651492146614
B076VG6LFV,"Amazon Brand - Solimo Collage Photo Frames (Set of 12, Wall Hanging)",synthetic wood,HOME_FURNITURE_AND_DECOR,0.22499955,0.26999945999999997,0.26999945999999997,0.016402401585196826,0.7799999993458994,47.554011849694604
B07TGPTNVF,AmazonBasics Vault Sports Backpack,,BACKPACK,0.4572,0.13716,0.32004,0.02006956502208,0.7574992579000001,37.74368089525706
B0739WZ9K3,"AmazonBasics Cinta de correción de estilo, mini, (paquete de 10)",,WRITING_INSTRUMENT,0.07619999999999999,0.038099999999999995,0.1905,0.0005530634099999999,0.0136077711,24.60435974240278
B07SPWT6G6,"AmazonBasics 2"" Round Ring Binder, Red, View, 4-Pack",,STORAGE_BINDER,0.295402,0.073152,0.29209999999999997,0.006312061079078399,0.4898797596000001,77.61011078041177
B07GLH1K1Y,"365 Everyday Value Vanilla Bourbon Maximum Moisture Lotion, 8 oz",,SKIN_MOISTURIZER,0.17779999999999999,0.0508,0.05206999999999999,0.0004703087367999999,0.226796185,482.2283050558037
B088XJ85XT,"AmazonBasics Lint Roller Refills, 60-Sheet, 4-Pack Refills",,HOME,0.119888,0.059944,0.230124,0.0016538013767777278,0.37648166710000003,227.64624119102996
B07HGTQNZ8,"AmazonBasics Compostable PLA Hot Cup Lid for 10 oz -20 oz cup, 500-Count",,FOOD_SERVICE_SUPPLY,0.09220199999999999,0.019049999999999997,0.091948,0.00016150188989879998,0.003492661249,21.62613237026864
B07G5FHRV4,"Eono Essentials - Humidor de viaje para puros hermético, resistente y a prueba de golpes, hecho de madera de cedro impermeable con capacidad para 3 puros (naranja)",madera,CABINET,0.039878,0.11480799999999998,0.19558,0.0008954265394659198,0.3689999996905601,412.0941064698075
B073G8Q656,"Amazon Brand – Stone & Beam Carrigan Modern Sofa Couch with Slipcover, 88.5""W, Grey Taupe",hardwood and laminate wood with 100% cotton,FURNITURE_COVER,0.9398,2.2479,0.9905999999999999,2.0927182016519996,62.59574706,29.911216431618303
B074H6M3QJ,"365 Everyday Value, Organic Orange Juice, Not From Concentrate, 89 fl oz",,JUICE_AND_JUICE_DRINK,0.24383999999999997,0.11811,0.15494,0.004462263075455999,2.8848474732000002,646.498743892458
B071WWCVL5,"AmazonFresh Decaf Colombia Ground Coffee, Medium Roast, 12 Ounce",,COFFEE,0.0635,0.17779999999999999,0.08889999999999999,0.0010037076699999999,0.34019427750000003,338.9376086963648
B075Y9B98L,"Amazon Brand - Happy Belly Prepared Cheese Product, 24 Singles, 16 Ounce Pack",,GROCERY,0.09525,0.05715,0.08255,0.000449364020625,0.45359237,1009.4096304575498
B07YLZRWKX,"AmazonBasics Outdoor One-push Pop Up Canopy, 10ft x 10ft with Wheeled Carry, 4-pk weight bag, Blue",fabric,FREESTANDING_SHELTER,2.9972,2.9972,2.9972,26.924470538047995,19.277675725,0.7159908937766477
B07HKCSKGY,"Stone & Beam Modern Round Rattan Pendant with Bulb, 85.6""H, Natural",,LIGHT_FIXTURE,0.32004,0.40004999999999996,0.40004999999999996,0.051219202400099986,0.4808079122,9.38725887303277
B07GXDSZ6B,"Marca Amazon Solimo Arroz  para risotto, 4kg (2 packs x 2kg)",,GROCERY,0.21999999977559997,0.1399999998572,0.3199999996736,0.009855999969840637,4.2499999964359905,431.2094165423084
B00D87M8YS,"Set of 3 Tri-Tone Bangle Bracelet, 7.5""",,BRACELET,0.00508,0.075946,0.114046,4.399959458128e-05,0.009071847400000001,206.18024975756697
B07B4MMTXT,"Amazon Brand – Stone & Beam Jameson Farmhouse Leather Nailhead Recliner Chair, 36""W, Driftwood",stone,CHAIR,1.016,1.0668,0.9905999999999999,1.07368043328,46.72001411,43.513891714757655
B075X4F5DN,"Amazon Brand – Stone & Beam Marin Studded Chair, 33""W, Indigo",stone,HOME_FURNITURE_AND_DECOR,0.9398,0.8382,1.0413999999999999,0.8203528109039998,36.287389600000004,44.23388220004096
B07JG3ZJ27,"Marque Amazon - Movian - Armoire avec miroir Minho, 187 x 206 x 62 cm, Chêne Sanremo",,CABINET,2.0599999978988,0.6199999993676,1.8699999980925999,2.388363992691606,149.99999987421143,62.80449727646684
B071ZFFWFP,AmazonBasics Tripod with Bag,,CAMERA_TRIPOD,0.10413999999999998,0.11176,0.614934,0.007157023982697598,1.2337712464000001,172.38607127525256
B00EQ5GHH0,"Pinzon Ultrasoft 300 Percale Cotton Fitted Sheet, Sky Blue",cotton,HOME_BED_AND_BATH,0.07200899999999999,1.8300699999999999,1.9999959999999999,0.2635624941339574,0.8391458845,3.1838592484767525
B07PHPQTCJ,"AmazonBasics Door Latch, Polished Brass, 1-Pack",,HOME,0.01599999999892,0.0495000000092,0.11120000000239999,8.807040001232467e-05,0.20551490702765712,2333.529846564761
B07HSF8FXH,"Amazon Brand – Stone & Beam Hartford Modern Denim-Style Fabric Kitchen Counter-Height Bar Stool, 40.5""H, Navy Blue",,STOOL_SEATING,1.0287,0.4699,0.5461,0.263977165593,8.845051215,33.50688001793799
B07N2YBT92,AmazonBasics Classic Faux Leather Arm Push Recliner Chair - Black,polyurethane,CHAIR,0.9880599999999999,0.8712199999999999,0.70866,0.6100270239435118,23.813599425,39.036958184339596
B074H51HVG,"365 Everyday Value, Cereal Bars, Blueberry (6 - 1.3 oz bars), 7.8 oz",,SNACK_FOOD_BAR,0.134874,0.150114,0.048513999999999995,0.000982237519004904,0.272155422,277.0769968914629
B00P5SDQ8K,"365 Everyday Value, Organic Diced Tomatoes, Fire Roasted, 28 oz",,GROCERY,0.11938,0.10033,0.09906,0.001186480788324,0.9139886255500002,770.3357985602809
B073P1JNTB,"Amazon Brand – Rivet White on Bronze Print of Taj Mahal Wall Art, Bronze Frame, 17"" x 12""",paper,WALL_ART,0.43179999999999996,0.0127,0.30479999999999996,0.0016714805279999996,0.45359237,271.37161480591305
B01ASW4122,"Classic Accessories 55 599 011501 Patio Durable Cover for Rectangular Table, Khaki, 142.24 x 96.52 x 55.88 cm)",textil,OUTDOOR_LIVING,0.5588,1.016,1.4731999999999998,0.8363957465599998,0.45359237,0.5423178822531961
B08331ZJTR,"AFB Asparagus Spears, 14 oz",,GROCERY,0.20002499999999998,0.047625,0.22225,0.0021171958664062502,0.2693204696875,127.2062136341912
B0093VF79G,AmazonBasics Clear Cover Case with Screen Protector for iPhone 5 (Black Rim),,CELLULAR_PHONE_CASE,0.01016,0.06095999999999999,0.12446,7.7084749056e-05,0.022679618500000002,294.2166742155944
B074MFZ577,"365 Everyday Value, Organic Fruit Strip, Cherry, 0.65 oz",,GROCERY,0.15239999999999998,0.038099999999999995,0.003175,1.8435446999999995e-05,0.045359237000000004,2460.4359742402785
B07ZHMLNCH,"AmazonBasics Wide-Mouth, 2-Speed Centrifugal Juicer with Juice Jug and Pulp Container, Black",,JUICER,0.283972,0.16891,0.26288999999999996,0.012609705638602798,1.0115109851000001,80.21685946445926
B07PTLSGKH,"AmazonCommercial Linkable LED Utility Shop Light, 4-Foot, 3300 Lumens, 40 Watt, Energy Star and ETL Certified | Daylight, 6-Pack",,LIGHT_FIXTURE,0.04826,0.13081,1.2191999999999998,0.007696676219519999,1.2745945597000001,165.60324526416025
B07RDZCXLZ,"AmazonBasics Drap plane en microfibre, Rouge (Burgundy), 180 x 260 + 10 cm",microfibre,FLAT_SHEET,0.029972,0.24511,0.279908,0.0020563264654033598,0.4581282937,222.78966954312656
B075HWDS7Y,"Amazon Brand – Stone & Beam Organic-Shape Stoneware Round Decorative Organizer Box, 6.4 Inch Height, Blue and Gray",stoneware,STORAGE_BOX,0.12065,0.162052,0.12065,0.00235889737897,0.9888313666000002,419.192193528897
B07DQ4Y71X,UMI. Essentials Fitness Bands - Elastic Exercise Stretch Bands - Non-Slip Resistance Bands for Gym / Sports / Yoga / Stretching - Muscle Exercises / Strength Training.,,EXERCISE_BAND,0.03505199999999999,0.1651,0.134874,0.0007805273292647997,0.37999999968133563,486.8503451881283
B0813KG46X,"UMI Wäschekorb,Baumwolle Seil Ablagekörbe zur Organisation von Wäsche,Decken Baby-Spielzeugen",,LAUNDRY_HAMPER,0.07619999999999999,0.5715,0.5715,0.02488785345,1.699999998574396,68.30641308579371
B07KZ7VWMW,AmazonBasics – hoogwaardig microvezel-laken,,FLAT_SHEET,0.024891999999999997,0.24002999999999997,0.290068,0.0017331060486196796,0.5851341573000001,337.6216693525628
B07H8VCLZV,"Marchio Amazon - Movian, vetrina a 2 sportelli modello Moselle, quercia Sonoma / grigio scuro",,CABINET,1.849999998113,0.399999999592,1.1099999988678,0.8213999974865159,69.99999994129865,85.22035567993507
B07T4C74BZ,"AmazonBasics Coussin tour de cou en mousse à mémoire de forme Gris, avec panneaux",,BODY_POSITIONER,0.13462,0.209804,0.2794,0.007891321765711999,0.2585476509,32.76354184712076
B07PJ67Q7Z,"AmazonBasics Bluetooth stereo speaker with water resistant design, 15 W, red",,SPEAKERS,0.064008,0.058165999999999995,0.18923,0.0007045201935374399,0.5397749203,766.1596150846385
B07ZZ8PKXZ,"Amazon Brand - Happy Belly Crunchy Oats & Honey Granola Bars, 12 Count (Pack of 4)",,GROCERY,0.1397,0.212852,0.073152,0.0021752057657087997,2.0184860465,927.951772802638
B07B52FSCL,"Amazon Brand – Rivet Modern Geometric Area Rug, 4 x 6 Foot, Blue",,RUG,0.007619999999999999,1.8288,1.2191999999999998,0.016990107955199996,6.80388555,400.4615843490036
B07QSZ6F8Z,AmazonBasics Campus Backpack for Laptops up to 15-Inches - Grey,,BACKPACK,0.07619999999999999,0.4064,0.32004,0.009910896307199997,0.7484274105,75.51561304866925
B07QFSWC7B,"365 EVERYDAY VALUE Organic Vanilla Flavored Cold Brew Coffee Concentrate, 32 FZ",,GROCERY,0.20573999999999998,0.09525,0.09652,0.0018914768621999996,1.46737131695,775.7807384665983
B07KYV82K9,AmazonBasics Large DSLR Gadget Bag (Orange interior) (Renewed),"nylon, plastic",PORTABLE_ELECTRONIC_DEVICE_COVER,0.2286,0.17779999999999999,0.3302,0.013421005415999998,0.7095091851540001,52.86557624871762
B071777YNX,"Amazon Brand – Rivet Muted Boho Rug, 5' x 8', Off-white","polypropylene, backing: 100% jute",RUG,0.00508,1.524,2.4383999999999997,0.018877897727999998,12.70058636,672.7754617063259
B07XYTCV9K,"AmazonBasics Wall Mounted Standard Coat Rack, 5 Hooks, Set of 2, Natural (Renewed)",,STORAGE_HOOK,0.07111999999999999,0.11303,0.5715,0.004594113392399999,1.1067653828000001,240.90946136221024
B00M78G2VO,AmazonBasics Mini trépied ultra léger Hauteur réglable Pieds en caoutchouc,métal,CAMERA_TRIPOD,0.128016,0.029972,0.038862,0.00014910943494182398,0.11027964495625,739.5886450731728
B07M7135R9,"Amazon Brand - Solimo Premium Dog Hip & Joint Supplement Chews with EPA and DHA, 120 Count",,PET_SUPPLIES,0.2794,0.07619999999999999,0.1905,0.004055798339999999,0.6622448602000001,163.2834782904912
B088MG5PZH,"AmazonCommercial Heavy-Duty Stainless Steel Top Work Table, NSF Certified, 49.4"" W x 24"" D x 35"" H",,SHELF,0.9017,0.6095999999999999,1.2446,0.6841271478719998,23.586803240000002,34.47722154188375
B07K8W5VSM,"Amazon Brand - Movian Afsan Upholstered Daybed, 188 x 85 x 60 cm, Stain-Resistant Polyester, Dark Grey/Light Grey",polyester,BED_FRAME,0.599999999388,0.849999999133,1.8799999980823998,0.9587999970660718,27.999999976519465,29.203170694826316
B081L9HQRN,"Eono by Amazon - XP 8x42 | Prismáticos Profesionales, BAK4 FMC Binoculares para Adultos, compactos y livianos, para el Concierto de observación de Aves de Hunting Wildlife, con Estuche y Correa",pps,BINOCULAR,0.152999694,0.05299989399999999,0.120999758,0.000981183112877774,0.5879999995069087,599.2765181030545
B07B4Z7WJH,"Amazon Brand – Stone & Beam Casual Geometric Flatweave Cotton Area Rug, 5' x 8', Red, Orange, Ivory",cotton,RUG,0.007619999999999999,2.4383999999999997,1.524,0.028316846591999994,9.979032140000001,352.4061942271232
B014I8SIJY,"AmazonBasics High-Speed HDMI Cable, 3 Feet, 1-Pack",,ABIS_BOOK,0.009779,0.0199898,0.9144,0.00017874714444047996,0.0498951607,279.1382254311443
B01MRLUC1P,Amazon Household Small Moving Box Pack of 25,,OFFICE_PRODUCTS,0.33782,0.3302,0.39877999999999997,0.04448317683992,0.7257477920000001,16.315107048485373
B00MHUUT84,"Pinzon Heather Jersey Yarn Dye yorgan seti, gri eflatun Stripe, jarse, Grau-meliert-gestreift, 200x200 cm & 2 Kissenbezüge 65x65 cm",jarse,HOME_BED_AND_BATH,1.99999999796,0.038099999961138,1.99999999796,0.15239999953365602,0.6799999994297584,4.461942267129648
B001NXCDTY,The Baby Bunch Organic Bucket Bunch,,BABY_PRODUCT,0.3302,0.1651,0.1651,0.009000594902,0.6803885550000001,75.5937315708779
B07DBJ5X9Q,"Amazon Brand – Ravenna Home Curved Glass Living Room Table Lamp with LED Light Bulb - 24.25 Inches, Brushed Nickel With Blue Glass",,LAMP,0.42875199999999997,0.40004999999999996,0.397002,0.06809467137167519,1.81436948,26.64480852101901
B074MGVXBH,"365 Everyday Value, Niacin Flush Free Formula 300mg, 120 ct",,GROCERY,0.10767059999999999,0.06045199999999999,0.06045199999999999,0.00039347621087826225,0.045359237000000004,115.2782194856342
B07MKPLLB9,"EverOne Professional Style Cardiology Stethoscope, Black, 27 Inch",,HEALTH_PERSONAL_CARE,0.17271999999999998,0.04572,0.37592,0.0029685494177279993,0.1729320910625,58.25474557700131
B07VDD5Z6P,Movian Coffee Table,spanplatte,HOME_FURNITURE_AND_DECOR,0.49999999949,0.49999999949,0.49999999949,0.12499999961750001,11.079999990708416,88.64000019690572
B07HKGZWBN,"Amazon Brand – Stone & Beam Modern Traditional Decorative Metal and Glass Table Lantern with LED Candle Light - 9 x 9 x 25 Inches, Black, For Indoor Outdoor Use",glass,HOME_LIGHTING_AND_LAMPS,0.635508,0.2286,0.2286,0.03321035164368,4.5994266318,138.49376487030605
B07LDK6R8W,AmazonBasics Geometric Trolley Black,,SUITCASE,0.79502,0.31496,0.525018,0.13146424427098558,11.684539451200001,88.87998037789507
B07ZL3RLSL,"AmaxonBasics Map Push Pins, Plastic Head, Steel Point, Gold, 400-Count",,OFFICE_PRODUCTS,0.05334,0.06095999999999999,0.06095999999999999,0.00019821792614399994,0.038101759080000006,192.22156048752177
B0869PLN34,"AmazonBasics Kraft Bubble Mailer, 4"" x 8"", 25-Pack",,OFFICE_PRODUCTS,0.127,0.17779999999999999,0.2286,0.00516192516,0.34019427750000003,65.90453502429315
B07XBL8MWK,AmazonBasics bindeklämmor 32 EU Blandade färger,,OFFICE_PRODUCTS,0.099999999898,0.0899999999082,0.1399999998572,0.0012599999961444,0.008616499992774284,6.838492078683155
B07SV3XWZ7,"Amazon Brand - Mama Bear Gentle Touch Diapers, Hypoallergenic, Size 4, 148 Count (4 packs of 37)",,HEALTH_PERSONAL_CARE,0.225806,0.243078,0.490728,0.026935309532111904,3.7149215103,137.92013438238465
B07RDYL2XL,"AmazonBasics - Lenzuolo 'Everyday' in 100% cotone, 275 x 275 cm - Blu",cotone,FLAT_SHEET,0.039878,0.24511,0.279908,0.0027359597887146392,0.9797595192000002,358.1045025739555
B07J5MXK63,AmazonBasics Straight Door Lever - Passage - Matte Black,,HARDWARE_HANDLE,0.058927999999999994,0.06477,0.10388599999999999,0.0003965086108521599,0.6713167076000001,1693.069681783793
B0825DBY3C,"Amazon Brand – Stone & Beam Contemporary Adjustable Metal Wall Sconce, LED Bulb Included, 8.5""H, Dark Bronze",metal,LIGHT_FIXTURE,0.2032,0.14604999999999999,0.4826,0.014322293935999998,0.9298643584999999,64.92426162004165
B075YMY1Z9,"Amazon Brand – Rivet Alfred Mid-Century Modern Upholstered Wide Curved Back Accent Kitchen Dining Room Chair, 25.2""W, Felt Grey",polyester; hardwood legs,CHAIR,0.8128,0.5841999999999999,0.635,0.3015219776,6.985322498,23.16687676832218
B07HPCY8WX,[アマゾンコレクション] Amazon Collection 14Kイエローゴールド 2mm淡水真珠6石&ファンシーパープルのスワロフスキージルコニア オープンサークルペンダント ペンダント JEP13634_5NNFL00A100,,NECKLACE,0.0049999999949,0.0049999999949,0.4571999995336559,1.1429999965024198e-05,0.0004699999996058624,41.11986010884186
B07RFWHZ69,AmazonBasics Everyday 100% katoen platte sheet,,FLAT_SHEET,0.039878,0.24511,0.279908,0.0027359597887146392,0.9797595192000002,358.1045025739555
B07QH7KTBV,"AmazonBasics Essentials Range 50-85"" Sabit Eğim TV duvar askı aparatı",,FLAT_SCREEN_DISPLAY_MOUNT,0.42011599999999993,0.036067999999999996,0.659892,0.009999174469740094,0.1995806428,19.95971201462471
B073RKHY1J,"Amazon Brand - Solimo W-Shaped Floating Wall Shelf (Matte Finish, Mahogany)",mdf,FURNITURE,0.13999972,0.14999969999999999,0.735998528,0.015455907264185468,3.9999999966456374,258.8007244268646
B088HCKN9Q,"AmazonBasics Corner Shelves - 16-Inch, White, 2-Pack",wood,SHELF,0.21005799999999997,0.03505199999999999,0.41503599999999996,0.003055890567948575,0.50893063914,166.54085865438765
B086ZM71NZ,"Fresh Brand – Berry Crunch Granola, 9.2 oz",,GROCERY,0.06807200000000001,0.161798,0.161798,0.0017820291693538882,0.26081561275,146.35877865263234
B074J9RHF8,"365 Everyday Value, Organic Concorde Grape Jelly, 17.5 oz",,GROCERY,0.12827,0.07493,0.07365999999999999,0.0007079662292259998,0.5125593781,723.9884572748155
B07RZ827M7,"AmazonCommercial Floor Safety Cone, 36-Inch - Caution, Multilingual - 4-Pack",,SAFETY_SUPPLY,0.9080499999999999,0.32004,0.32004,0.09300756753287999,1.9958064280000003,21.458538062447918
B07MBR87NG,"Amazon Basic Care Original Strength Famotidine Tablets, 10 mg, Acid Reducer for Heartburn Relief, 90 Count",,MEDICATION,0.090424,0.096774,0.04216399999999999,0.00036896418490886394,0.0001279999998926604,0.3469171402754906
B082T8HXS5,"AmazonBasics Mattress Foundation, Smart Box Spring, Tool-Free Easy Assembly - 7-Inch, King",,HOME_FURNITURE_AND_DECOR,1.905,0.17779999999999999,2.0065999999999997,0.6796534793999999,21.005862654700003,30.906724222531814
B087QH5H9V,"AmazonCommercial Drain and Grease Trap Cleaner and Maintainer, 1-Gallon, 1-Pack (Renewed)",,JANITORIAL_SUPPLY,0.29662120000000003,0.15494,0.15494,0.007120808243516321,4.082331330000001,573.2960628053801
B07QDNS4JY,"Stone & Beam Merrill Full Headboard with Decorative Nailhead Trim, 69"" W, Eclipse",,HEADBOARD,1.3208,0.2794,1.7526,0.6467646419519999,29.48350405,45.58614082708025
B07B84H7G8,"Amazon Brand – Stone & Beam Traditional Nailhead Button Tufted Leather Recliner Chair, 33.4""W, Brown Leather",leather,CHAIR,0.7111999999999999,0.889,0.8635999999999999,0.5460169724799999,46.320852824400006,84.83408970606074
B07QNY87G7,"Amazon Brand - Solimo PVC Fridge Multipurpose Mat, Circles, Set of 6, Multicolor, Standard",pvc,HOME_BED_AND_BATH,0.069899999928702,0.19989999979610198,0.29989999969410197,0.0041905056861770516,0.3999999996645638,95.45387349885188
B075Y98L3C,"Amazon Brand - Happy Belly Mild Cheddar Cheese Block, 16 Ounce",,GROCERY,0.08889999999999999,0.034925,0.1397,0.0004337451002499999,0.45359237,1045.75791112928
B087QFW458,"AmazonCommercial roestvrijstalen roterende kaasrasp, N/A, Roestvrij staal",,FOOD_SERVICE_SUPPLY,0.08128,0.09525,0.2032,0.001573158144,0.2630835746,167.23275762414386
B07B4W2X4Z,"Stone & Beam Lámpara de mesa de computadora de carga inalámbrica con luz LED integrada de 7 x 15.8 x 14.3 pulgadas, color negro mate y latón envejecido",,LAMP,0.36195,0.17779999999999999,0.40132,0.0258268322172,1.81436948,70.25133646826718
B07SVB2DP8,Amazon Brand - Happy Belly Lemon Sparkling Water (Pack of 12),,GROCERY,0.127,0.13335,0.395224,0.006693296290800001,4.535923700000001,677.6815940801351
B081FVR9VT,"AmazonBasics - Spazzola per toelettatura e sottopelo, grande",,PET_SUPPLIES,0.038099999999999995,0.1143,0.15239999999999998,0.0006636760919999998,0.14061363470000002,211.87087555957953
B07B4YLTP5,"Amazon Brand – Rivet Modern Chevron Wool Runner Rug, 2' 6"" x 8', Blue, Green, Ivory",wool,RUG,0.007873999999999999,2.4383999999999997,0.762,0.014630370739199997,4.082331330000001,279.0312974818864
